n,kappa,method,left_tail,A,B,mean_length,median_length,p90_length,mean_to_median,true_power
25,0.75,Median-MC,0.04994067794749892,13.845679344200537,60.22736517749858,0.13196414049299102,0.1228831213116851,0.23891823605199558,1.073899646138321,0.9770584405270561
25,0.75,Median-opt,0.04999960180871227,13.84840660453905,74.8180554777785,0.13211386253241747,0.12282698277830095,0.23934004618797677,1.075609443007153,0.9770584405270561
25,1.0,Equal-tail,0.025,12.401150217444435,39.36407702660389,0.04018407576551889,0.02907958638060637,0.09269977355410408,1.38186545157734,0.9993323183896943
25,1.0,Expected-opt,0.04999954378826583,13.848403920169408,74.43777167404934,0.027869327096715163,0.018082214060944124,0.06788345067506896,1.541256341882949,0.9993323183896943
25,1.0,Median-MC,0.04994067794749892,13.845679344200537,60.22736517749858,0.027887792345946905,0.018098550363049637,0.06792387904601005,1.5408854182533414,0.9993323183896943
25,1.0,Median-opt,0.04999954378826583,13.848403920169408,74.43777167404934,0.027869327096715163,0.018082214060944124,0.06788345067506896,1.541256341882949,0.9993323183896943
25,1.25,Equal-tail,0.025,12.401150217444435,39.36407702660389,0.007056183433498884,0.0027345201114491458,0.019477876987628928,2.5804101436136424,0.9999999997947736
25,1.25,Expected-opt,0.04999954378826583,13.848403920169408,74.43777167404934,0.004083731157357976,0.0012284761960615898,0.011457096340537931,3.3242248978451006,0.9999999997947736
25,1.25,Median-MC,0.049945933280022094,13.845922673503518,60.51185352394012,0.004087531390640972,0.001230176879658984,0.011467622991734205,3.3227184303561876,0.9999999997947736
25,1.25,Median-opt,0.04999961215030005,13.848407083001959,74.8915385900721,0.004083726315623465,0.0012284740296816254,0.011457082928233997,3.324226818764589,0.9999999997947736
